y,x,b,x1,y1,x2,y2
52.007223,4.357897,5.616715,52.007196,4.358333,52.007249,4.357461
52.007302,4.357836,7.482928,52.007267,4.358271,52.007337,4.357401
52.007376,4.357768,8.858889,52.007334,4.358202,52.007417,4.357335
52.007449,4.357701,8.868845,52.007408,4.358134,52.007491,4.357268
52.007523,4.357633,8.860500,52.007482,4.358066,52.007565,4.357200
52.007597,4.357566,8.864220,52.007555,4.357999,52.007639,4.357133
52.007673,4.357501,8.213473,52.007635,4.357935,52.007712,4.357068
52.007750,4.357437,8.207425,52.007711,4.357871,52.007788,4.357003
52.007826,4.357372,8.210995,52.007788,4.357806,52.007865,4.356938
52.007902,4.357308,8.214565,52.007864,4.357741,52.007941,4.356874
52.007979,4.357243,8.218135,52.007940,4.357677,52.008017,4.356809
52.008055,4.357179,8.221705,52.008017,4.357612,52.008094,4.356745
52.008132,4.357114,8.238864,52.008093,4.357548,52.008170,4.356680
52.008207,4.357049,8.385952,52.008168,4.357482,52.008247,4.356615
52.008272,4.356973,11.288606,52.008220,4.357403,52.008325,4.356543
52.008337,4.356896,11.428757,52.008283,4.357326,52.008390,4.356467
52.008402,4.356820,11.432895,52.008348,4.357250,52.008455,4.356391
52.008469,4.356746,10.737049,52.008418,4.357177,52.008519,4.356315
52.008542,4.356678,9.071109,52.008499,4.357111,52.008584,4.356245
52.008615,4.356610,9.074861,52.008572,4.357043,52.008657,4.356177
52.008688,4.356542,9.029868,52.008646,4.356975,52.008731,4.356109
52.008762,4.356475,8.819889,52.008721,4.356908,52.008804,4.356042
52.008834,4.356405,9.376392,52.008790,4.356838,52.008878,4.355973
52.008904,4.356334,10.083179,52.008857,4.356765,52.008951,4.355902
52.008975,4.356263,9.681652,52.008929,4.356695,52.009020,4.355831
52.009048,4.356195,9.037741,52.009006,4.356628,52.009091,4.355762
52.008974,4.356066,188.682245,52.009015,4.355633,52.008933,4.356499
52.008899,4.356133,188.678581,52.008940,4.355699,52.008859,4.356566
52.008825,4.356199,188.674917,52.008865,4.355766,52.008784,4.356632
52.008750,4.356265,188.671252,52.008791,4.355832,52.008709,4.356699
52.008676,4.356332,188.784813,52.008717,4.355899,52.008634,4.356766
52.008601,4.356399,188.781500,52.008643,4.355966,52.008560,4.356833
52.008527,4.356466,188.777809,52.008568,4.356033,52.008486,4.356899
52.008453,4.356533,188.774119,52.008494,4.356100,52.008412,4.356966
52.008378,4.356600,188.770429,52.008420,4.356167,52.008337,4.357033
52.008304,4.356667,188.766738,52.008345,4.356234,52.008263,4.357100
52.008230,4.356734,188.763048,52.008271,4.356301,52.008189,4.357167
52.008156,4.356801,188.759357,52.008197,4.356368,52.008114,4.357234
52.008081,4.356868,188.755666,52.008122,4.356435,52.008040,4.357301
52.008008,4.356935,188.893903,52.008049,4.356502,52.007966,4.357368
52.007934,4.357003,188.914594,52.007976,4.356570,52.007892,4.357436
52.007858,4.357068,188.333787,52.007897,4.356634,52.007819,4.357502
52.007782,4.357133,188.330188,52.007821,4.356700,52.007743,4.357567
52.007706,4.357198,188.326590,52.007745,4.356765,52.007667,4.357632
52.007630,4.357263,188.322990,52.007669,4.356830,52.007591,4.357697
52.007554,4.357329,188.319391,52.007593,4.356895,52.007515,4.357762
52.007479,4.357394,188.315792,52.007518,4.356960,52.007440,4.357827
52.007403,4.357459,188.312193,52.007442,4.357025,52.007364,4.357892
52.007327,4.357524,188.361548,52.007366,4.357091,52.007288,4.357958
52.007251,4.357589,188.330016,52.007290,4.357156,52.007212,4.358023
52.007173,4.357652,187.772635,52.007210,4.357218,52.007137,4.358086
52.007095,4.357715,187.769165,52.007132,4.357280,52.007059,4.358149
52.007017,4.357777,187.765696,52.007054,4.357343,52.006981,4.358211
52.006939,4.357840,187.762226,52.006976,4.357405,52.006903,4.358274
52.006861,4.357902,187.758756,52.006898,4.357468,52.006825,4.358337
52.006786,4.357968,188.421123,52.006825,4.357535,52.006746,4.358402
52.006709,4.358032,188.047335,52.006747,4.357598,52.006671,4.358466
52.006632,4.358096,188.043791,52.006670,4.357662,52.006595,4.358530
52.006555,4.358160,188.040246,52.006593,4.357726,52.006518,4.358594
52.006479,4.358224,188.036701,52.006516,4.357790,52.006441,4.358658
52.006402,4.358288,188.033156,52.006440,4.357854,52.006364,4.358722
52.006325,4.358352,188.029611,52.006363,4.357918,52.006287,4.358786
52.006248,4.358416,188.026065,52.006286,4.357982,52.006211,4.358850
52.006171,4.358480,188.022520,52.006209,4.358046,52.006134,4.358914
52.006095,4.358544,188.018975,52.006132,4.358110,52.006057,4.358978
52.006018,4.358608,188.015429,52.006055,4.358174,52.005980,4.359042
52.005941,4.358672,188.011883,52.005979,4.358238,52.005903,4.359106
52.005864,4.358736,188.008338,52.005902,4.358302,52.005827,4.359170
52.005787,4.358800,188.004792,52.005825,4.358366,52.005750,4.359234
52.005711,4.358865,188.001246,52.005748,4.358430,52.005673,4.359299
52.005634,4.358929,187.997700,52.005671,4.358495,52.005596,4.359363
52.005557,4.358993,187.994153,52.005594,4.358559,52.005519,4.359427
52.007673,4.357378,8.404926,52.007633,4.357812,52.007712,4.356944
52.007748,4.357312,8.408543,52.007709,4.357746,52.007788,4.356879
52.007824,4.357247,8.412161,52.007785,4.357681,52.007864,4.356813
